word,reading,meaning,level
ギャップ,ぎゃっぷ,gap,
ギャラ,ぎゃら,"fee paid to performing artists, etc. / appearance fee",
ギャラリー,ぎゃらりー,gallery / corridor,
ギャル,ぎゃる,gyaru / (young) woman adhering to a fashion style usually characterized by dyed hair and gaudy clothing,
ギャルソン,ぎゃるそん,(male) waiter,
ギャンブラー,ぎゃんぶらー,gambler,
ギャンブル,ぎゃんぶる,gambling,
希臘,ぎりしゃ,Greece,
ギルド,ぎるど,guild,
ギロチン,ぎろちん,guillotine,
クーキー,くーきー,kooky / weird,
クーデター,くーでたー,coup d'état / coup,
クーペ,くーぺ,coupé / coupe,
クーポン,くーぽん,coupon / voucher,
クール,くーる,"cool (temperature, color, etc.)",
クイーン,くいーん,queen,
クイック,くいっく,quick,
科威都,くうぇーと,Kuwait,
クオート,くおーと,quart,
クオリティ,くおりてぃ,quality,
クッキング,くっきんぐ,cooking,
クッション,くっしょん,cushion,
クラーク,くらーく,clerk / office worker,
クライアント,くらいあんと,client,
クライシス,くらいしす,crisis,
クライミング,くらいみんぐ,climbing,
クラウン,くらうん,crown (headdress),
クラクション,くらくしょん,(car) horn / klaxon,
クラシカル,くらしかる,classical,
クラスメイト,くらすめいと,classmate,
クラッカー,くらっかー,party popper / cracker,
クラック,くらっく,crack,
クラッシュ,くらっしゅ,crash (esp. of a vehicle),
クラッチ,くらっち,clutch,
クラフト,くらふと,craft / crafting / handcrafted article,
クラン,くらん,clan,
クランク,くらんく,crank (mechanism),
クリーナー,くりーなー,cleaner,
クリーン,くりーん,clean,
クリエイター,くりえいたー,creator / inventor,
クリオール,くりおーる,creole,
クリケット,くりけっと,cricket (game),
クリスタル,くりすたる,crystal,
クリスチャン,くりすちゃん,Christian,
クリック,くりっく,click (sound),
クリップ,くりっぷ,"clip (paper, surgical, etc.)",
クリニック,くりにっく,clinic,
クルー,くるー,crew,
クルーザー,くるーざー,cruiser (i.e. warship or cabin cruiser),
クルージング,くるーじんぐ,cruising,
クルーズ,くるーず,cruise,
久留子,くるす,cross sign,
クルド,くるど,Kurd,
クレー,くれー,clay,
クレイジー,くれいじー,crazy,
クレーター,くれーたー,crater,
クレーム,くれーむ,claim (for compensation) / customer complaint seeking compensation,
クレオソート,くれおそーと,creosote,
クレジット,くれじっと,credit card,
クレムリン,くれむりん,Kremlin (citadel in Moscow),
クレンザー,くれんざー,cleanser / scouring powder / detergent,
クローク,くろーく,cloakroom / checkroom,
クローズ,くろーず,close / closing,
クロール,くろーる,crawl (swimming) / front crawl / forward crawl,
クローン,くろーん,clone,
クロアチア,くろあちあ,Croatia,
クロス,くろす,cross,
クロスワード,くろすわーど,crossword,
クロック,くろっく,clock,
クロニクル,くろにくる,chronicle,
クロム,くろむ,chromium (Cr),
クロレラ,くろれら,chlorella (alga),
クワイア,くわいあ,choir,
グー,ぐー,good,
グアテマラ,ぐあてまら,Guatemala,
瓜姆,ぐあむ,Guam,
グッズ,ぐっず,goods / merchandise / commercial items,
グッド,ぐっど,good,
グライコ,ぐらいこ,graphic equalizer / graphic equaliser,
グライダー,ぐらいだー,glider,
グラウンド,ぐらうんど,(sports) ground / (playing) field / playground,
グラビア,ぐらびあ,gravure / photogravure / rotogravure,
グラフィック,ぐらふぃっく,graphics / graphic,
グラマー,ぐらまー,voluptuous / full-breasted / buxom,
グランス,ぐらんす,glans,
グランデ,ぐらんで,grand,
グランプリ,ぐらんぷり,Grand Prix / grand prize,
グリークラブ,ぐりーくらぶ,glee club,
グリーン,ぐりーん,green (colour),
臥児狼徳,ぐりーんらんど,Greenland,
グリコーゲン,ぐりこーげん,glycogen,
グリップ,ぐりっぷ,grip,
グリル,ぐりる,grill (esp. fish grill) / grilled food,
グルー,ぐるー,glue,
グルメ,ぐるめ,fine food / high-quality food,
グレーゾーン,ぐれーぞーん,gray zone / grey zone / gray area,
グレート,ぐれーと,great,
グレード,ぐれーど,grade,
グレゴリオ,ぐれごりお,Gregorian (calendar),
グロ,ぐろ,grotesque,
グローバル,ぐろーばる,global,
グローブ,ぐろーぶ,glove (esp. in sports) / mitt,
グロテスク,ぐろてすく,grotesque / bizarre / weird,
グロリア,ぐろりあ,Gloria,
ケーオー,けーおー,KO / knock-out,
ケージ,けーじ,cage,
ケーソン工法,けーそんこうほう,caisson method,
ケーブル,けーぶる,cable,
ケープ,けーぷ,cape,
ケア,けあ,care (e.g. medical) / attention / nursing,
ケベック,けべっく,Quebec (Canada),
ケミカル,けみかる,chemical,
ケルン,けるん,Cologne (Germany),
ケロイド,けろいど,keloid,
ゲージ,げーじ,gauge,
ゲート,げーと,"gate (for entry, boarding, etc.)",
ゲートボール,げーとぼーる,gateball (mallet sport similar to croquet),
ゲームセット,げーむせっと,"game, set and match / end of the game / end of the match",
ゲイ,げい,gay person (esp. male),
ゲイリブ,げいりぶ,gay lib(eration),
ゲイン,げいん,gain,
ゲットー,げっとー,ghetto,
ゲバリスタ,げばりすた,Guevarista,
ゲリラ,げりら,guerrilla / guerrilla warfare,
日耳曼,げるまん,"Germanic (people, language, culture, etc.)",
ゲレンデ,げれんで,ski slope,
コーキング,こーきんぐ,caulking / calking,
コースター,こーすたー,(drinks) coaster,
コーティング,こーてぃんぐ,coating,
コードレス,こーどれす,cordless,
コーナリング,こーなりんぐ,cornering,
珈琲,こーひー,coffee,
コープ,こーぷ,co-op / co-operative,
コーポ,こーぽ,apartment building / block of flats / condominium,
コーラ,こーら,cola (carbonated soft drink),
コーラン,こーらん,Koran / Qur'an / Quran,
コール,こーる,(telephone) call / ring (of a telephone),
コールド,こーるど,cold,
コーン,こーん,(ice cream) cone,
コア,こあ,core,
コアラ,こあら,koala,
コイル,こいる,coil,
コイン,こいん,coin,
古加涅,こかいん,cocaine,
ココア,ここあ,"cocoa (beverage, cocoa solids) / hot chocolate",
ココム,ここむ,Coordinating Committee for Export to Communist Area / COCOM,
コスタリカ,こすたりか,Costa Rica,
コスチューム,こすちゅーむ,costume,
コスト,こすと,cost,
コスプレ,こすぷれ,"cosplay (dressing up as a character from an anime, manga, video game, etc.)",
コスモ,こすも,cosmos,
コスモス,こすもす,cosmos,
コックピット,こっくぴっと,cockpit,
コットン,こっとん,cotton,
洋杯,こっぷ,glass (drinking vessel) / tumbler,
コテージ,こてーじ,cottage,
コニーデ,こにーで,stratovolcano / composite volcano,
コニャック,こにゃっく,cognac,
コネ,こね,connection / pull,
コネクション,こねくしょん,connection,
コバルト,こばると,cobalt (Co),
コピーライト,こぴーらいと,copyright,
コブラ,こぶら,cobra,
コペルニクス,こぺるにくす,Copernicus (1473-1543),
コマ,こま,coma / comatic aberration,
コミカル,こみかる,comical,
コミック,こみっく,comic / comics / comic book,
コミックス,こみっくす,comics / comic book,
コミッション,こみっしょん,commission,
コミット,こみっと,committing (oneself to) / commitment / involvement,
コミュニケ,こみゅにけ,communiqué,
コミュニティ,こみゅにてぃ,community,
コメディ,こめでぃ,comedy,
コメディアン,こめでぃあん,comedian,
コラージュ,こらーじゅ,collage,
コラム,こらむ,column (e.g. in newspaper) / stand-alone feature article framed by a box,
コラムニスト,こらむにすと,columnist,
コリー,こりー,collie,
コリア,こりあ,Korea,
コル,こる,col,
コルク,こるく,cork,
コレクター,これくたー,collector,
コロイド,ころいど,colloid,
コロシアム,ころしあむ,Colosseum (amphitheatre in Rome),
コロナ,ころな,coronavirus,
コロニー,ころにー,colony,
コロラド,ころらど,Colorado,
コロン,ころん,colon (punctuation),
混凝土,こんくりーと,concrete,
コンコース,こんこーす,concourse,
コンコルド,こんこるど,concord,
コンゴ,こんご,Congo,
コンスタント,こんすたんと,constant / steady,
コンセプト,こんせぷと,concept / general idea / notion,
コンセンサス,こんせんさす,consensus,
コンダクター,こんだくたー,conductor,
コンテ,こんて,storyboard,
コンテナ,こんてな,container (e.g. shipping) / skip,
コント,こんと,conte / short story / tale,
コントラ,こんとら,contra,
コントラバス,こんとらばす,contrabass / double bass / bass,
コンドーム,こんどーむ,condom,
コンドル,こんどる,condor (incl. other New World vultures of family Cathartidae),
コンバーター,こんばーたー,converter,
コンバート,こんばーと,conversion (esp. of computer data),
コンバイン,こんばいん,combine / combine harvester,
コンパ,こんぱ,party / social event / get-together,
コンパクト,こんぱくと,compact,
コンパニオン,こんぱにおん,"promotional model (at a trade show, etc.) / female guide (at a convention) / booth babe",
コンビ,こんび,combination / pair / duo,
コンビナート,こんびなーと,industrial complex,
コンビニ,こんびに,convenience store,
コンペ,こんぺ,competition,
コンボイ,こんぼい,convoy,
コンポ,こんぽ,component / component stereo,
コンポスト,こんぽすと,compost,
カンマ,かんま,comma,
ゴーカート,ごーかーと,go-kart / go-cart,
ゴーグル,ごーぐる,goggles,
ゴージャス,ごーじゃす,gorgeous / sumptuous / extravagant,
ゴースト,ごーすと,ghost,
ゴールイン,ごーるいん,getting married,
ゴールデン,ごーるでん,golden,
ゴールド,ごーるど,gold,
蜚蠊,ごきぶり,cockroach,
ゴシック,ごしっく,"Gothic (style, e.g. in architecture)",
ゴシップ,ごしっぷ,gossip,
ゴスペル,ごすぺる,gospel (of Jesus),
護謨,ごむ,gum / rubber,
ゴリラ,ごりら,"gorilla (Gorilla spp., esp. western gorilla, Gorilla gorilla)",
ゴルジュ,ごるじゅ,gorge / canyon,
ゴルフ,ごるふ,golf,
ゴルファー,ごるふぁー,golfer,
ゴング,ごんぐ,gong (instrument),
ゴンドラ,ごんどら,"gondola (boat, esp. in Venice)",
サーカス,さーかす,circus,
サーキット,さーきっと,(electric) circuit,
サーチ,さーち,search,
サーチライト,さーちらいと,searchlight,
サード,さーど,third,
サーバー,さーばー,(cake) server,
サーファー,さーふぁー,surfer,
サーフィン,さーふぃん,surfing / surfboarding,
サーブ,さーぶ,serving (e.g. of food),
サーモン,さーもん,salmon,
サイエンス,さいえんす,science,
サイクリング,さいくりんぐ,cycling / bicycling,
サイクロン,さいくろん,cyclone,
サイト,さいと,site,
サイド,さいど,side,
サイドカー,さいどかー,sidecar,
サイレント,さいれんと,silent,
サイロ,さいろ,silo,
サウジ,さうじ,Saudi Arabia,
サウナ,さうな,sauna,
サウンド,さうんど,sound,
サクセス,さくせす,success,
サクソフォン,さくそふぉん,saxophone,
サスペンス,さすぺんす,"suspense (esp. in a film, novel, etc.)",
サッカー,さっかー,soccer / (association) football,
サックス,さっくす,saxophone / sax,
サッシ,さっし,sash / sliding window frame (esp. metal),
サテライト,さてらいと,satellite,
サテン,さてん,satin,
サド,さど,sadist,
サドル,さどる,saddle,
サドンデス,さどんです,sudden death,
サニタリー,さにたりー,sanitary,
撒哈拉,さはら,Sahara,
サハラ砂漠,さはらさばく,Sahara Desert,
サバイバル,さばいばる,survival,
サバンナ,さばんな,savanna / savannah,
サパー,さぱー,supper,
サファイア,さふぁいあ,sapphire,
サファリ,さふぁり,safari,
サブ,さぶ,sub / substitute / reserve,
サブタイトル,さぶたいとる,subtitle,
サブマリン,さぶまりん,submarine,
