word,reading,meaning,level
ケベック,けべっく,캐나다 퀘벡,
ケミカル,けみかる,화학의,
ケルン,けるん,독일 쾰른,
ケロイド,けろいど,켈로이드,
ゲージ,げーじ,게이지,
ゲート,げーと,출입구,
ゲートボール,げーとぼーる,게이트볼,
ゲームセット,げーむせっと,"게임, 세트, 매치",
ゲイ,げい,동성애자(남성),
ゲイリブ,げいりぶ,동성애 해방 운동,
ゲイン,げいん,이득,
ゲットー,げっとー,게토,
ゲバリスタ,げばりすた,게바리스타,
ゲリラ,げりら,게릴라,
日耳曼,げるまん,게르만족의,
ゲレンデ,げれんで,스키 슬로프,
コーキング,こーきんぐ,코킹,
コースター,こーすたー,음료용 코스터,
コーティング,こーてぃんぐ,코팅,
コードレス,こーどれす,무선의,
コーナリング,こーなりんぐ,코너링,
珈琲,こーひー,커피,
コープ,こーぷ,협동조합,
コーポ,こーぽ,아파트,
コーラ,こーら,콜라 음료,
コーラン,こーらん,코란,
コール,こーる,전화 통화,
コールド,こーるど,감기,
コーン,こーん,아이스크림 콘,
コア,こあ,핵심,
コアラ,こあら,코알라,
コイル,こいる,코일,
コイン,こいん,동전,
古加涅,こかいん,코카인,
ココア,ここあ,코코아 음료,
ココム,ここむ,공산권 수출 조정 위원회,
コスタリカ,こすたりか,코스타리카,
コスチューム,こすちゅーむ,의상,
コスト,こすと,비용,
コスプレ,こすぷれ,코스프레,
コスモ,こすも,우주,
コスモス,こすもす,우주,
コックピット,こっくぴっと,조종석,
コットン,こっとん,면,
洋杯,こっぷ,유리잔,
コテージ,こてーじ,오두막집,
コニーデ,こにーで,성층화산,
コニャック,こにゃっく,코냑,
コネ,こね,연결,
コネクション,こねくしょん,연결,
コバルト,こばると,코발트,
コピーライト,こぴーらいと,저작권,
コブラ,こぶら,코브라,
コペルニクス,こぺるにくす,코페르니쿠스,
コマ,こま,혼수상태,
コミカル,こみかる,익살스러운,
コミック,こみっく,만화,
コミックス,こみっくす,만화책,
コミッション,こみっしょん,위원회,
コミット,こみっと,헌신,
コミュニケ,こみゅにけ,공식 발표문,
コミュニティ,こみゅにてぃ,공동체,
コメディ,こめでぃ,희극,
コメディアン,こめでぃあん,코미디언,
コラージュ,こらーじゅ,콜라주,
コラム,こらむ,칼럼,
コラムニスト,こらむにすと,칼럼니스트,
コリー,こりー,콜리견,
コリア,こりあ,한국,
コル,こる,고개,
コルク,こるく,코르크,
コレクター,これくたー,수집가,
コロイド,ころいど,콜로이드,
コロシアム,ころしあむ,콜로세움,
コロナ,ころな,코로나바이러스,
コロニー,ころにー,식민지,
コロラド,ころらど,콜로라도,
コロン,ころん,쌍점,
混凝土,こんくりーと,콘크리트,
コンコース,こんこーす,광장,
コンコルド,こんこるど,일치,
コンゴ,こんご,콩고,
コンスタント,こんすたんと,상수,
コンセプト,こんせぷと,개념,
コンセンサス,こんせんさす,합의,
コンダクター,こんだくたー,지휘자,
コンテ,こんて,스토리보드,
コンテナ,こんてな,용기,
コント,こんと,단편소설,
コントラ,こんとら,반대,
コントラバス,こんとらばす,콘트라베이스,
コンドーム,こんどーむ,콘돔,
コンドル,こんどる,콘도르,
コンバーター,こんばーたー,변환기,
コンバート,こんばーと,변환,
コンバイン,こんばいん,결합하다,
コンパ,こんぱ,파티,
コンパクト,こんぱくと,소형의,
コンパニオン,こんぱにおん,홍보 모델,
コンビ,こんび,조합,
コンビナート,こんびなーと,산업 단지,
コンビニ,こんびに,편의점,
コンペ,こんぺ,경쟁,
コンボイ,こんぼい,호송대,
コンポ,こんぽ,구성 요소,
コンポスト,こんぽすと,퇴비,
カンマ,かんま,쉼표,
ゴーカート,ごーかーと,고카트,
ゴーグル,ごーぐる,고글,
ゴージャス,ごーじゃす,화려한,
ゴースト,ごーすと,유령,
ゴールイン,ごーるいん,결혼,
ゴールデン,ごーるでん,황금색의,
ゴールド,ごーるど,금,
蜚蠊,ごきぶり,바퀴벌레,
ゴシック,ごしっく,고딕 양식,
ゴシップ,ごしっぷ,소문,
ゴスペル,ごすぺる,복음,
護謨,ごむ,껌,
ゴリラ,ごりら,고릴라,
ゴルジュ,ごるじゅ,협곡,
ゴルフ,ごるふ,골프,
ゴルファー,ごるふぁー,골퍼,
ゴング,ごんぐ,징,
ゴンドラ,ごんどら,곤돌라,
サーカス,さーかす,서커스,
サーキット,さーきっと,회로,
サーチ,さーち,검색,
サーチライト,さーちらいと,탐조등,
サード,さーど,셋째,
サーバー,さーばー,케이크 서버,
サーファー,さーふぁー,서퍼,
サーフィン,さーふぃん,서핑,
サーブ,さーぶ,서빙,
サーモン,さーもん,연어,
サイエンス,さいえんす,과학,
サイクリング,さいくりんぐ,자전거 타기,
サイクロン,さいくろん,사이클론,
サイト,さいと,장소,
サイド,さいど,측면,
サイドカー,さいどかー,사이드카,
サイレント,さいれんと,조용한,
サイロ,さいろ,곡물 저장탑,
サウジ,さうじ,사우디아라비아,
サウナ,さうな,사우나,
サウンド,さうんど,소리,
サクセス,さくせす,성공,
サクソフォン,さくそふぉん,색소폰,
サスペンス,さすぺんす,긴장감,
サッカー,さっかー,축구,
サックス,さっくす,색소폰,
サッシ,さっし,띠,
サテライト,さてらいと,인공위성,
サテン,さてん,새틴,
サド,さど,가학성향자,
サドル,さどる,안장,
サドンデス,さどんです,서든데스,
サニタリー,さにたりー,위생의,
撒哈拉,さはら,사하라,
サハラ砂漠,さはらさばく,사하라 사막,
サバイバル,さばいばる,생존,
サバンナ,さばんな,사바나,
サパー,さぱー,저녁식사,
サファイア,さふぁいあ,사파이어,
サファリ,さふぁり,사파리,
サブ,さぶ,잠수함,
サブタイトル,さぶたいとる,자막,
サブマリン,さぶまりん,잠수함,
サプライ,さぷらい,공급,
サプライヤー,さぷらいやー,공급자,
サポーター,さぽーたー,지지대,
サポート,さぽーと,지지하다,
サマー,さまー,여름,
サマライズ,さまらいず,요약하다,
サミット,さみっと,정상회담,
サラウンド,さらうんど,둘러싸다,
サラブレッド,さらぶれっど,순종마,
サラリー,さらりー,급여,
サリー,さりー,사리,
サルーン,さるーん,술집,
サルサ,さるさ,살사춤,
サロン,さろん,미용실,
サングラス,さんぐらす,선글라스,
サンシャイン,さんしゃいん,햇빛,
サンタフェ,さんたふぇ,산타페,
サンチュール,さんちゅーる,벨트,
サンディエゴ,さんでぃえご,샌디에이고,
サントラ,さんとら,사운드트랙,
サンノゼ,さんのぜ,산호세,
サンプラー,さんぷらー,샘플러,
サンプリング,さんぷりんぐ,샘플링,
サンボ,さんぼ,삼보(무술),
サンルーフ,さんるーふ,선루프,
蝲蛄,ざりがに,가재,
ザンビア,ざんびあ,잠비아,
シーア派,しーあは,시아파,
シークレット,しーくれっと,비밀,
シーズニング,しーずにんぐ,조미료,
シーズンオフ,しーずんおふ,비수기,
シートベルト,しーとべると,안전벨트,
シーフード,しーふーど,해산물,
シームレス,しーむれす,이음매 없는,
シーリング,しーりんぐ,천장,
シール,しーる,도장,
シールド,しーるど,방패,
シーン,しーん,시나리오,
シアター,しあたー,극장,
舎路,しあとる,시애틀,
シアン,しあん,청록색,
シェーカー,しぇーかー,칵테일 셰이커,
シェイク,しぇいく,흔들기,
シェーバー,しぇーばー,면도기,
シェア,しぇあ,공유,
シェアリング,しぇありんぐ,공유,
シェパード,しぇぱーど,저먼 셰퍼드,
シェフ,しぇふ,요리사,
シェリー,しぇりー,셰리주,
シェルター,しぇるたー,피난처,
シェルパ,しぇるぱ,셰르파,
シエスタ,しえすた,낮잠,
シオニスト,しおにすと,시온주의자,
シオニズム,しおにずむ,시온주의,
シカゴ,しかご,시카고,
シクラメン,しくらめん,시클라멘,
シグナル,しぐなる,신호,
シスター,しすたー,여동생,
システムズ,しすてむず,체계,
シソーラス,しそーらす,유의어 사전,
シップ,しっぷ,배,
シティ,してぃ,도시,
シトロン,しとろん,유자,
雪特尼,しどにー,시드니,
シナモン,しなもん,계피,
シニア,しにあ,고위의,
シニカル,しにかる,냉소적인,
シネマ,しねま,영화관,
シビア,しびあ,심한,
シビック,しびっく,시민의,
シフォン,しふぉん,쉬폰,
シフト,しふと,교대근무,
西比利亜,しべりあ,시베리아,
シミーズ,しみーず,속옷,
シャープ,しゃーぷ,날카로운,
シャーベット,しゃーべっと,샤베트,
シャーマン,しゃーまん,주술사,
シャイ,しゃい,수줍은,
シャッポ,しゃっぽ,모자,
シャトー,しゃとー,성,
シャトル,しゃとる,배드민턴 셔틀콕,
シャトルバス,しゃとるばす,셔틀버스,
シャドー,しゃどー,그림자,
シャフト,しゃふと,축(기계 부품),
シャベル,しゃべる,삽,
シャボン玉,しゃぼんだま,비눗방울,
シャルマン,しゃるまん,매력적인,
シャン,しゃん,아름다운,
シャンティー,しゃんてぃー,샹티이 레이스,
シャンデリア,しゃんでりあ,샹들리에,
三鞭酒,しゃんぱん,샴페인,
シャンプー,しゃんぷー,샴푸,
シューズ,しゅーず,신발,
シュート,しゅーと,새싹,
シュール,しゅーる,초현실적인,
シュガー,しゅがー,설탕,
シュナップス,しゅなっぷす,주류,
シュレッダー,しゅれっだー,파쇄기,
ショーケース,しょーけーす,진열장,
ショーツ,しょーつ,반바지,
ショート,しょーと,짧은,
ショール,しょーる,숄,
ショールーム,しょーるーむ,전시장,
ショッキング,しょっきんぐ,충격적인,
ショット,しょっと,총성,
ショッピング,しょっぴんぐ,쇼핑,
叙利亜,しりあ,시리아,
シリアス,しりあす,진지한,
シリアル,しりある,연속물,
シリコン,しりこん,규소,
シリンジ,しりんじ,주사기,
シリンダー,しりんだー,원통,
シルエッター,しるえったー,실루엣 그리는 사람,
シルエット,しるえっと,실루엣,
シルク,しるく,비단,
シルクロード,しるくろーど,비단길,
シルバー,しるばー,은,
シロップ,しろっぷ,시럽,
シン,しん,얇은,
シンガー,しんがー,가수,
新嘉坡,しんがぽーる,싱가포르,
シンク,しんく,싱크대,
シンクタンク,しんくたんく,싱크탱크,
シンクロ,しんくろ,동기화,
シングル,しんぐる,독신의,
シングルス,しんぐるす,독신자,
シンジケート,しんじけーと,신디케이트,
シンドローム,しんどろーむ,증후군,
シンナー,しんなー,페인트 희석제,
シンパ,しんぱ,동조자,
シンプル,しんぷる,단순한,
シンボリスト,しんぼりすと,상징주의자,
シンボリック,しんぼりっく,상징적인,
シンボル,しんぼる,상징,
シンポ,しんぽ,심포지엄,
シンポジウム,しんぽじうむ,심포지엄,
ジープ,じーぷ,지프차,
ジーン,じーん,유전자,
ジェスチャー,じぇすちゃー,몸짓,
ジェット,じぇっと,제트기,
ジェノサイド,じぇのさいど,대량학살,
ジェラシー,じぇらしー,질투,
ジェンダー,じぇんだー,성별,
ジグザグ,じぐざぐ,지그재그,
ジハード,じはーど,성전,
ジブ,じぶ,앞돛,
ジプシー,じぷしー,집시,
ジム,じむ,체육관,
ジャー,じゃー,보온용기,
ジャーク,じゃーく,클린 앤 저크(역도),
ジャージー,じゃーじー,저지(직물),
ジャイアント,じゃいあんと,거인,
ジャカルタ,じゃかるた,자카르타(인도네시아),
ジャガー,じゃがー,재규어(표범과의 동물),
ジャケット,じゃけっと,재킷,
ジャスミン,じゃすみん,자스민,
ジャズメン,じゃずめん,재즈 연주자,
ジャッキ,じゃっき,잭(카드),
ジャック,じゃっく,전기 잭,
ジャッジ,じゃっじ,판단,
ジャパニーズ,じゃぱにーず,일본의,
ジャパン,じゃぱん,일본,
ジャポニカ,じゃぽにか,자포니카,
牙買加,じゃまいか,자메이카,
ジャンキー,じゃんきー,마약 중독자,
ジャングル,じゃんぐる,정글,
ジュエリー,じゅえりー,보석류,
ジュニア,じゅにあ,주니어,
寿府,じゅねーぶ,제네바,
ジュビリー,じゅびりー,축제,
ジュラルミン,じゅらるみん,듀랄루민,
ジュリー,じゅりー,배심원단,
ジョーカー,じょーかー,조커,
ジョーク,じょーく,농담,
ジョイ,じょい,기쁨,
ジョイント,じょいんと,관절,
ジョギング,じょぎんぐ,조깅,
